year cost
     1991.00   2148078.16
     1991.00    199464.40
     1991.00  11354127.40
     1991.00  32187416.83
     1991.00   2454946.46
     1991.00   3463929.46
     1991.00  27618147.72
     1991.00  25911806.49
     1991.00  15481506.14
     1991.00  13149307.00
     1991.00   4541650.96
     1991.00   2148078.16
     1991.00   3375551.39
     1991.00   5209089.53
     1991.00   1204458.11
     1991.00   5063327.08
     1991.00    767170.77
     1991.00  21491521.95
     1991.00   4986610.00
     1991.00  31607435.72
     1991.00    997322.00
     1991.00  16038472.12
     1991.00   5063327.08
     1991.00   3095380.62
     1991.00   1948613.76
     1991.00  44495904.66
     1991.00   3697763.11
     1991.00   5370195.39
     1991.00   6597668.62
     1991.00  14959830.02
     1991.00    537019.54
     1991.00  19579272.09
     1991.00  13827485.96
     1991.00  12320762.57
     1991.00   6405875.93
     1991.00   4142722.16
     1991.00   4986610.00
     1991.00   6597668.62
     1991.00   3987370.08
     1991.00   5152318.89
     1991.00   9896502.93
     1991.00   4679741.70
     1991.00   7211405.24
     1991.00   2009987.42
     1991.00   8171903.04
     1991.00  25730907.63
     1991.00   2991966.00
     1991.00   8975898.01
     1991.00   3674747.99
     1991.00  14392123.65
     1991.00   4679741.70
     1991.00   9390170.22
     1991.00   2301512.31
     1991.00   3298834.31
     1991.00   5106288.65
     1991.00  21661066.69
     1991.00   2700441.11
     1991.00   6919880.35
     1991.00  18458128.73
     1991.00  16868550.89
     1991.00  14315406.57
     1991.00  32304026.78
     1991.00   3674747.99
     1991.00  19041178.51
     1991.00   7057971.08
     1991.00  27832955.54
     1991.00  17353402.82
     1991.00   9558947.79
     1991.00  20636893.71
     1991.00  21250630.33
     1991.00  18565532.63
     1991.00  24369179.51
     1991.00    920604.92
     1991.00  25853654.95
     1991.00  27277523.90
     1991.00  12730585.19
     1991.00   3028790.20
     1991.00   6666713.99
     1991.00   8469565.30
     1991.00  11791414.73
     1991.00   7990850.74
     1991.00   5032640.25
     1991.00   5155387.57
     1991.00  18043856.51
     1991.00   2846050.12
     1991.00  56472974.72
     1991.00  14384451.94
     1991.00   5860417.51
     1991.00   1764492.77
     1991.00   5155387.57
     1991.00   2577693.79
     1991.00   2531663.54
     1991.00    905261.51
     1991.00  11967864.01
     1991.00  35954225.31
     1991.00  22324669.41
     1991.00  15773031.03
     1991.00   2586899.84
     1991.00  12044581.09
     1991.00   7024215.57
     1991.00  14721853.64
     1991.00   5845074.10
     1991.00   6015386.01
     1991.00   4986610.00
     1991.00   4756458.77
     1991.00    398928.80
     1991.00  28001733.11
     1991.00   4641383.16
     1991.00   7272011.73
     1991.00    199464.40
     1991.00   5585003.21
     1991.00   4744951.21
     1991.00  24488090.98
     1991.00   1779836.19
     1991.00  11952520.60
     1991.00   6305069.69
     1991.00   6965143.42
     1992.00   7969650.00
     1992.00   6804855.00
     1992.00   1470461.73
     1992.00   1164795.00
     1992.00  13536144.00
     1992.00  13720059.00
     1992.00  42723454.50
     1992.00  39664335.00
     1992.00  25147311.00
     1992.00  29892318.00
     1992.00   8827920.00
     1992.00  31982205.45
     1992.00   3666039.00
     1992.00  34213952.67
     1992.00   1961760.00
     1992.00  25179802.65
     1992.00   1226100.00
     1992.00   1859993.70
     1992.00  74250374.69
     1992.00  20770134.00
     1992.00   8150486.26
     1992.00  20304216.00
     1992.00  30927514.23
     1992.00  49246551.72
     1992.00   5259969.00
     1992.00  14715161.76
     1992.00   1961760.00
     1992.00    980880.00
     1992.00  42240248.49
     1992.00   9563580.00
     1992.00   8766615.00
     1992.00  32224605.42
     1992.00   9177358.50
     1992.00   6866160.00
     1992.00  54715325.55
     1992.00   5578755.00
     1992.00   6866160.00
     1992.00   1233456.60
     1992.00  19323336.00
     1992.00   1164795.00
     1992.00  13094380.17
     1992.00   1017663.00
     1992.00  21039876.00
     1992.00   5394840.00
     1992.00   9600363.00
     1992.00   6375720.00
     1992.00   5967551.31
     1992.00   1961760.00
     1992.00   1557147.00
     1992.00    429135.00
     1992.00  12247145.07
     1992.00  14866585.11
     1992.00   2513505.00
     1992.00   1885373.97
     1992.00   8599865.40
     1992.00    258461.88
     1992.00   3431731.29
     1992.00   1210160.70
     1992.00   4305695.37
     1992.00   4904400.00
     1992.00   2219241.00
     1992.00   1042185.00
     1992.00    147132.00
     1992.00   1765584.00
     1992.00  10372806.00
     1992.00    170182.68
     1992.00  12306856.14
     1992.00   2239962.09
     1992.00   8656266.00
     1992.00  29058570.00
     1992.00   4512048.00
     1992.00   4095174.00
     1992.00   1250622.00
     1992.00  28699567.92
     1992.00   2452200.00
     1992.00  39653667.93
     1992.00   8644005.00
     1992.00    211134.42
     1992.00    839878.50
     1992.00  24099118.11
     1992.00   5517450.00
     1992.00    245220.00
     1992.00    876661.50
     1992.00   3343084.26
     1992.00   7540515.00
     1992.00  16447028.01
     1992.00    136281.01
     1992.00   4912982.70
     1992.00   2820030.00
     1992.00  10795197.45
     1992.00    908540.10
     1992.00   7577298.00
     1992.00  12567525.00
     1992.00    919575.00
     1992.00    247549.59
     1992.00   1042185.00
     1992.00  15446407.80
     1992.00   3506646.00
     1992.00   7135902.00
     1992.00   3420819.00
     1992.00  17288010.00
     1992.00   4630979.70
     1992.00  33227555.22
     1992.00   4413960.00
     1992.00  11534413.14
     1992.00  15302095.83
     1992.00  23434694.52
     1992.00    980880.00
     1992.00  13235749.50
     1992.00  23305095.75
     1992.00  12039075.90
     1992.00   7166064.06
     1992.00   9932636.10
     1992.00   4168740.00
     1992.00   1042185.00
     1992.00   5609407.50
     1992.00   2851785.99
     1992.00   1177056.00
     1992.00   8229583.20
     1992.00   1459059.00
     1992.00    613050.00
     1992.00   2010804.00
     1992.00   6691318.14
     1992.00  10426877.01
     1992.00   2942640.00
     1992.00  35925343.05
     1992.00  22518920.43
     1992.00   3396297.00
     1992.00   3678300.00
     1992.00    558856.38
     1992.00   1030904.88
     1992.00    429135.00
     1992.00    490440.00
     1992.00   8644005.00
     1992.00    735660.00
     1992.00   2452200.00
     1992.00    429135.00
     1992.00   2204527.80
     1992.00   2452200.00
     1992.00   2047587.00
     1992.00   4469134.50
     1992.00  17288010.00
     1992.00   1164795.00
     1992.00   2703550.50
     1992.00   7785735.00
     1992.00   3310470.00
     1992.00    858270.00
     1992.00   2954901.00
     1992.00  42992583.45
     1992.00  31081144.56
     1992.00  22511196.00
     1992.00    796965.00
     1992.00  21665187.00
     1992.00   1459059.00
     1992.00   9710712.00
     1992.00  17028935.07
     1992.00   3095534.67
     1992.00   4904400.00
     1992.00  13008798.39
     1992.00  10464763.50
     1992.00   2617723.50
     1992.00   7632472.50
     1992.00   2357790.30
     1992.00   8644005.00
     1992.00   8046281.25
     1992.00  17288010.00
     1992.00   1048315.50
     1992.00    919575.00
     1992.00  12625764.75
     1992.00   1494309.38
     1992.00   2137092.30
     1992.00   3187860.00
     1992.00  10062234.87
     1992.00    735660.00
     1992.00  19467157.53
     1992.00  10544460.00
     1992.00  38808517.20
     1992.00   1164795.00
     1992.00  11081001.36
     1992.00  21395445.00
     1992.00   3923520.00
     1992.00   8644005.00
     1992.00   8078772.90
     1992.00  33645164.88
     1992.00   5266099.50
     1992.00   8852196.78
     1992.00  11969923.86
     1992.00    735660.00
     1992.00    796965.00
     1992.00  31778305.02
     1992.00  40461300.00
     1992.00    121996.95
     1992.00   5266099.50
     1992.00   3420819.00
     1992.00    441396.00
     1992.00   1900455.00
     1992.00   1593930.00
     1992.00   1593930.00
     1992.00    539484.00
     1992.00    919575.00
     1992.00    919575.00
     1992.00   1655235.00
     1992.00    490440.00
     1992.00   1360971.00
     1992.00   1164795.00
     1992.00  13278663.00
     1992.00   2856813.00
     1992.00   7088084.10
     1992.00  22874121.60
     1992.00    367830.00
     1992.00    735660.00
     1992.00  13448845.68
     1992.00   1252215.93
     1992.00   6761941.50
     1992.00  15244714.35
     1992.00    919575.00
     1992.00  15816690.00
     1992.00   2820030.00
     1992.00  15469703.70
     1992.00   5774931.00
     1992.00   3506646.00
     1992.00  29426400.00
     1992.00   2452200.00
     1992.00  13180575.00
     1992.00    735660.00
     1992.00  16166128.50
     1992.00   7785735.00
     1992.00  18914431.65
     1992.00    637572.00
     1992.00  22265976.00
     1992.00   7172685.00
     1992.00   6223683.60
     1992.00  20375329.80
     1992.00   1048315.50
     1992.00   5885280.00
     1992.00  17063633.70
     1992.00  17932448.16
     1992.00   1226100.00
     1992.00   2476722.00
     1992.00   3751866.00
     1992.00   2007861.36
     1992.00   5640060.00
     1992.00    588528.00
     1992.00  32185125.00
     1992.00    245220.00
     1992.00   8644005.00
     1992.00   3923520.00
     1992.00  19761421.53
     1992.00 100360453.74
     1992.00   1459059.00
     1992.00   4257632.25
     1992.00   1392849.60
     1992.00   4156479.00
     1992.00  13266402.00
     1992.00    674355.00
     1992.00  27513070.95
     1992.00  18832896.00
     1992.00  18391500.00
     1992.00  25436302.77
     1992.00  26275323.00
     1992.00  46447488.03
     1992.00  35034740.79
     1992.00 101953035.03
     1992.00  11531715.72
     1992.00   4453195.20
     1992.00  21096276.60
     1992.00  46501313.82
     1992.00   1226100.00
     1992.00   7233990.00
     1992.00   1256752.50
     1992.00  17108999.40
     1992.00  77844475.95
     1992.00  18501849.00
     1992.00  13694310.90
     1992.00  29046309.00
     1992.00  25982898.15
     1992.00   6804855.00
     1992.00   5309013.00
     1992.00    735660.00
     1992.00   1402413.18
     1992.00   1204643.25
     1992.00   2484078.60
     1992.00  18526371.00
     1992.00  17717145.00
     1992.00   1348710.00
     1992.00  22970762.80
     1992.00  20613315.81
     1992.00   1839150.00
     1992.00    429135.00
     1992.00    919575.00
     1992.00    886470.30
     1992.00   3420819.00
     1992.00   2452200.00
     1992.00   1238361.00
     1992.00   4258245.30
     1992.00  26289423.15
     1992.00  17748042.72
     1992.00    827617.50
     1992.00    919575.00
     1992.00   4499787.00
     1992.00    502701.00
     1992.00  33104700.00
     1992.00   2739230.01
     1992.00  21199882.05
     1992.00    735660.00
     1992.00   6697080.81
     1992.00  33239571.00
     1992.00   2513505.00
     1992.00  12331868.58
     1992.00  12261000.00
     1992.00   3678300.00
     1992.00   8202609.00
     1992.00   7862366.25
     1992.00    159393.00
     1992.00  24186293.82
     1992.00   1431471.75
     1992.00   3390166.50
     1992.00   8447829.00
     1992.00   8582700.00
     1992.00  16209042.00
     1992.00   2942640.00
     1992.00   9931410.00
     1992.00  11736597.03
     1992.00   3540976.80
     1992.00   2206980.00
     1992.00   5517450.00
     1992.00    651059.10
     1992.00  44930189.28
     1992.00   3267556.50
     1992.00   2679028.50
     1992.00   7479210.00
     1992.00  22368723.18
     1992.00  12837267.00
     1992.00  40387734.00
     1992.00  25991848.68
     1992.00   5259969.00
     1992.00   2133414.00
     1992.00  12443443.68
     1992.00   8450649.03
     1992.00   7282666.17
     1992.00   2452200.00
     1992.00    833748.00
     1992.00   4967544.15
     1992.00    919575.00
     1992.00    747921.00
     1992.00    919575.00
     1992.00   2709681.00
     1992.00   1164795.00
     1992.00   7889953.50
     1992.00   2268285.00
     1992.00   1907075.94
     1992.00   4161996.45
     1992.00  10752897.00
     1992.00    159393.00
     1992.00   3371775.00
     1992.00   2206980.00
     1992.00  18832896.00
     1992.00   1620536.37
     1992.00   7341273.75
     1992.00   1287405.00
     1992.00  15553078.50
     1992.00   4904400.00
     1992.00  27192323.19
     1992.00   3616995.00
     1992.00   7540515.00
     1992.00  36145428.00
     1992.00  20119890.26
     1992.00  16583002.50
     1992.00    116479.50
     1992.00  24372415.80
     1992.00   3420819.00
     1992.00   7479210.00
     1992.00  16049649.00
     1992.00  13732320.00
     1992.00   8582700.00
     1992.00  19389668.01
     1992.00   5027010.00
     1992.00  99603214.38
     1992.00   7319817.00
     1992.00   1082033.25
     1992.00   8099126.16
     1992.00  26027650.80
     1992.00   1314379.20
     1992.00  14406675.00
     1992.00   5649255.75
     1992.00   1576764.60
     1992.00    613050.00
     1992.00   1441525.77
     1992.00   7050075.00
     1992.00  25420118.25
     1992.00   2182458.00
     1992.00  19893595.11
     1992.00  60270294.21
     1992.00    367830.00
     1992.00  20098231.20
     1992.00   9808800.00
     1992.00    858270.00
     1992.00   2305068.00
     1992.00    514962.00
     1992.00   4199392.50
     1992.00    980880.00
     1992.00   1612321.50
     1992.00  25967571.90
     1992.00  44653090.68
     1992.00   6682245.00
     1992.00   1471320.00
     1992.00   6620940.00
     1992.00   3739605.00
     1992.00  61074861.03
     1992.00   5517450.00
     1992.00   1226100.00
     1992.00  11457904.50
     1992.00   1164795.00
     1992.00   6719028.00
     1992.00  11457781.89
     1992.00    171654.00
     1992.00  12952520.40
     1992.00   2010804.00
     1992.00  53306659.26
     1992.00    193723.80
     1992.00   3390166.50
     1992.00  23988646.50
     1992.00  43771770.00
     1992.00   5174142.00
     1992.00    919575.00
     1992.00    294264.00
     1992.00  23443032.00
     1992.00   4769529.00
     1992.00   1385493.00
     1992.00  14000835.90
     1992.00  10752897.00
     1992.00  11877843.75
     1992.00   1164795.00
     1992.00  22006288.02
     1992.00   7540515.00
     1992.00   4769529.00
     1992.00   3923520.00
     1992.00   7540515.00
     1992.00   6768072.00
     1992.00  11849888.67
     1992.00  41248456.20
     1992.00  26202124.83
     1992.00  25742950.38
     1992.00   3923520.00
     1992.00   6698552.13
     1992.00   2881335.00
     1992.00   1164795.00
     1992.00  12322305.00
     1992.00   7555228.20
     1992.00    551745.00
     1992.00    367830.00
     1992.00   9705317.16
     1992.00   8933364.60
     1992.00  13872585.84
     1992.00    980880.00
     1992.00   1219846.89
     1992.00   8355871.50
     1992.00    337177.50
     1992.00  18030290.94
     1992.00    980880.00
     1992.00   6765619.80
     1992.00   3972564.00
     1992.00  25711439.61
     1992.00    490440.00
     1992.00   5391161.70
     1992.00  11770560.00
     1992.00  11059422.00
     1992.00   3923520.00
     1992.00  43888249.50
     1992.00  53556048.00
     1992.00  73117247.40
     1992.00    551745.00
     1992.00   5695234.50
     1992.00    796965.00
     1992.00  21518055.00
     1992.00   5885280.00
     1992.00   2784227.88
     1992.00  12769831.50
     1992.00    613050.00
     1992.00  20511181.68
     1992.00   1593930.00
     1992.00   3923520.00
     1992.00  23455293.00
     1992.00  20684184.39
     1992.00   8298244.80
     1992.00   3494385.00
     1992.00   2084370.00
     1992.00  32488707.36
     1992.00  33392833.50
     1992.00  10085530.77
     1992.00   5383805.10
     1992.00  33270468.72
     1992.00   2023065.00
     1992.00   7466949.00
     1992.00  20367973.20
     1992.00   2881335.00
     1992.00  45350373.75
     1992.00   4512048.00
     1992.00   5566494.00
     1992.00    588528.00
     1992.00   9670005.48
     1992.00  11988070.14
     1992.00   3212382.00
     1992.00   5861248.44
     1992.00  14713200.00
     1992.00 119524396.74
     1992.00 102508213.11
     1992.00  58771509.57
     1992.00  13983670.50
     1992.00    429135.00
     1992.00   2942640.00
     1992.00   9686190.00
     1992.00  12984399.00
     1992.00  82189774.35
     1992.00  82189855.27
     1992.00  82189855.27
     1992.00   6947940.87
     1992.00   3065250.00
     1992.00   2145675.00
     1992.00    957584.10
     1992.00    858270.00
     1992.00  22014870.72
     1992.00   7031379.43
     1992.00  29794230.00
     1992.00  33411225.00
     1992.00  69831912.45
     1992.00  69831912.45
     1992.00  69831912.45
     1992.00  69831912.45
     1992.00  18999645.60
     1992.00   3273687.00
     1992.00   7708490.70
     1992.00   2697420.00
     1992.00  60616299.63
     1992.00   6127434.75
     1992.00  16506984.30
     1992.00   2145675.00
     1992.00  31592305.65
     1992.00   1177056.00
     1992.00  12224217.00
     1992.00   1103490.00
     1992.00  20613315.81
     1992.00    551745.00
     1992.00  20959321.23
     1992.00  14112656.22
     1992.00  26075468.70
     1993.00  19030700.00
     1993.00  19997800.00
     1993.00   4670500.00
     1993.00  23020100.00
     1993.00  23601200.00
     1993.00  25993300.00
     1993.00  48831800.00
     1993.00   6072900.00
     1993.00  79219600.00
     1993.00  21365200.00
     1993.00  13659700.00
     1993.00  19386900.00
     1993.00  23017500.00
     1993.00  20839800.00
     1993.00  11640100.00
     1993.00   9037600.00
     1993.00  57517000.00
     1993.00   4717500.00
     1993.00   1100000.00
     1993.00   4889800.00
     1993.00    734900.00
     1993.00    536200.00
     1993.00   9183400.00
     1993.00  22933100.00
     1993.00   8019800.00
     1993.00   1550000.00
     1993.00  52436000.00
     1993.00   4187000.00
     1993.00  16861000.00
     1993.00  50241700.00
     1993.00  79188800.00
     1993.00   3888000.00
     1993.00   8311900.00
     1993.00   6912500.00
     1993.00   8675100.00
     1993.00   2040000.00
     1993.00  20710000.00
     1993.00  61606100.00
     1993.00   9357900.00
     1993.00  15306100.00
     1993.00   1200000.00
     1993.00  12810700.00
     1993.00  31146600.00
     1993.00   5355700.00
     1993.00   3445600.00
     1993.00  16541400.00
     1993.00   3289800.00
     1993.00  24261000.00
     1993.00   2406400.00
     1993.00   8924400.00
     1993.00  68601600.00
     1993.00   2185000.00
     1993.00   3987800.00
     1993.00   1301300.00
     1993.00  30347000.00
     1993.00   6530000.00
     1993.00   7214900.00
     1993.00  39021900.00
     1993.00  10968500.00
     1993.00  21420000.00
     1993.00   5650000.00
     1993.00  21420000.00
     1993.00   8065700.00
     1993.00  61619800.00
     1993.00   6740000.00
     1993.00  22030800.00
     1993.00   4315900.00
     1993.00  29780000.00
     1993.00   8205000.00
     1993.00   3690000.00
     1993.00  25003700.00
     1993.00   3945000.00
     1993.00  32054900.00
     1993.00  20698700.00
     1993.00   3083700.00
     1993.00  66286300.00
     1993.00   5845000.00
     1993.00   6099200.00
     1993.00  25455200.00
     1993.00   2920000.00
     1993.00  23032600.00
     1993.00   3569000.00
     1993.00  27279600.00
     1993.00  87318500.00
     1993.00  69182700.00
     1993.00  80000000.00
     1993.00  18781300.00
     1993.00   1406000.00
     1993.00   5670000.00
     1993.00  52632000.00
     1993.00  27900300.00
     1993.00  99999900.00
     1993.00  99999900.00
     1993.00  99999900.00
     1993.00  69234528.00
     1993.00  99999900.00
     1993.00  99999900.00
     1993.00   3772100.00
     1993.00   3772100.00
     1993.00   7936000.00
     1993.00   8337900.00
     1993.00  54658400.00
     1993.00  54658400.00
     1993.00  16977700.00
     1993.00   2455100.00
     1993.00  31868000.00
     1993.00   2024000.00
     1993.00  21511400.00
     1993.00  27881100.00
     1993.00  10532000.00
     1993.00  53685900.00
     1993.00  53685900.00
     1993.00   9157300.00
     1993.00  17944500.00
     1993.00  17944500.00
     1993.00   8018200.00
     1993.00  59270000.00
     1993.00  59270000.00
     1993.00  56237200.00
     1993.00  39730900.00
     1993.00   5211200.00
     1993.00  38810700.00
     1993.00  25987400.00
     1993.00  81883500.00
     1993.00  81883500.00
     1993.00  35802200.00
     1993.00  12346100.00
     1993.00   5570000.00
     1993.00   5490000.00
     1993.00  11574300.00
     1993.00   6227000.00
     1993.00  12085700.00
     1993.00   7629000.00
     1993.00   1990000.00
     1993.00  30518600.00
     1993.00  22970800.00
     1993.00   7537500.00
     1993.00  43404100.00
     1993.00  18912100.00
     1993.00  33018700.00
     1993.00  12322000.00
     1993.00  33649500.00
     1993.00   1180000.00
     1993.00    888000.00
     1993.00  11308900.00
     1993.00   3030000.00
     1993.00  93437600.00
     1993.00  23035700.00
     1993.00  29801900.00
     1993.00  38127400.00
     1993.00   1200000.00
     1993.00    640000.00
     1993.00  13828900.00
     1993.00   1165000.00
     1993.00   9670900.00
     1993.00   2660000.00
     1993.00   1670000.00
     1993.00  15301000.00
     1993.00  28685000.00
     1993.00   5405000.00
     1993.00   4839600.00
     1993.00  15664000.00
     1993.00  13167200.00
     1993.00   1720000.00
     1993.00  14047300.00
     1993.00  74316300.00
     1993.00  24733400.00
     1993.00  21385600.00
     1993.00   7040000.00
     1993.00   3000000.00
     1993.00  42813200.00
     1993.00   3117000.00
     1993.00   3910000.00
     1993.00   4976700.00
     1993.00  21541500.00
     1993.00  18429800.00
     1993.00  21792500.00
     1993.00    622000.00
     1993.00  90695400.00
     1993.00   6913600.00
     1993.00   4089100.00
     1993.00  19487200.00
     1993.00  14014450.00
     1993.00   7045500.00
     1993.00   2330000.00
     1993.00  24381900.00
     1993.00   1635000.00
     1993.00   9200000.00
     1993.00    900000.00
     1993.00  31567800.00
     1993.00  20748100.00
     1993.00  15555400.00
     1993.00   9200000.00
     1993.00   4510000.00
     1993.00   6899300.00
     1993.00  11492500.00
     1993.00  16668500.00
     1993.00  74558000.00
     1993.00  24488500.00
     1993.00  27449200.00
     1993.00  11915500.00
     1993.00   8543200.00
     1993.00   6220000.00
     1993.00  15184800.00
     1993.00   2644300.00
     1993.00   8257200.00
     1993.00  16625700.00
     1993.00  18129500.00
     1993.00   3370000.00
     1993.00   5928000.00
     1993.00   9310000.00
     1993.00  68356200.00
     1993.00  14540600.00
     1993.00  19418400.00
     1993.00   7010000.00
     1993.00  15998200.00
     1993.00   1600000.00
     1993.00   5279000.00
     1993.00  15527200.00
     1993.00   5034000.00
     1993.00  12933900.00
     1993.00   2175000.00
     1993.00   2395000.00
     1993.00    945000.00
     1993.00   8788500.00
     1993.00   6526000.00
     1993.00   3910800.00
     1993.00   4054700.00
     1993.00   2600000.00
     1993.00   1300000.00
     1993.00   2515000.00
     1993.00   1307500.00
     1993.00  35452800.00
     1993.00  30375800.00
     1993.00   1600000.00
     1993.00  16114700.00
     1993.00  21011900.00
     1993.00  20328800.00
     1993.00  57038000.00
     1993.00  39773500.00
     1993.00   9579800.00
     1993.00  33780000.00
     1993.00    500000.00
     1993.00   5345000.00
     1993.00  19855500.00
     1993.00   9500000.00
     1993.00   4787700.00
     1993.00   4556000.00
     1993.00   5450000.00
     1993.00  30702117.00
     1993.00   8347000.00
     1993.00   1300000.00
     1993.00   1005000.00
     1993.00   1345000.00
     1993.00   1246300.00
     1993.00    842500.00
     1993.00  42523600.00
     1993.00  31394200.00
     1993.00   6084500.00
     1993.00   1720000.00
     1993.00    640000.00
     1993.00   1600000.00
     1993.00  88623400.00
     1993.00   4645000.00
     1993.00   3102000.00
     1993.00   3215000.00
     1993.00   1800000.00
     1993.00   1415000.00
     1993.00  27329300.00
     1993.00   4874900.00
     1993.00  82490500.00
     1993.00  82490600.00
     1993.00  19436300.00
     1993.00   8159300.00
     1993.00  52344600.00
     1993.00    560000.00
     1993.00   2240000.00
     1993.00   6000000.00
     1993.00  77208000.00
     1993.00   4033000.00
     1993.00   9500000.00
     1993.00  10341600.00
     1993.00  30893700.00
     1993.00   4303300.00
     1993.00  37287300.00
     1993.00   5240100.00
     1993.00   9500000.00
     1993.00   1960000.00
     1993.00   7410000.00
     1993.00  12449700.00
     1993.00   3820000.00
     1993.00  18726400.00
     1993.00  25026700.00
     1993.00  56104300.00
     1993.00  25223500.00
     1993.00  42074800.00
     1993.00  33447200.00
     1993.00  88723200.00
     1993.00  10804500.00
     1993.00  32306800.00
     1993.00  29621400.00
     1993.00  18683200.00
     1993.00   8583500.00
     1993.00  13183500.00
     1993.00  14577400.00
     1993.00   4802500.00
     1993.00  23189100.00
     1993.00   5146000.00
     1993.00  16093600.00
     1993.00  31294200.00
     1993.00   5197000.00
     1993.00   5835000.00
     1993.00  14119300.00
     1993.00   5289400.00
     1993.00  55178400.00
     1993.00   4385000.00
     1993.00   5120000.00
     1993.00   8510500.00
     1993.00  12762400.00
     1993.00  22049200.00
     1993.00  22049200.00
     1993.00    850000.00
     1993.00    850000.00
     1993.00  24727200.00
     1993.00  20621600.00
     1993.00  26747400.00
     1993.00  15250200.00
     1993.00  15250200.00
     1993.00  94787300.00
     1993.00   6434500.00
     1993.00  22437500.00
     1993.00  29186200.00
     1993.00  29785000.00
     1993.00    963200.00
     1993.00   9079600.00
     1993.00   4734000.00
     1993.00   3743100.00
     1993.00   5156900.00
     1993.00  10277000.00
     1993.00  12967900.00
     1993.00   4067000.00
     1993.00   9280000.00
     1993.00  32987400.00
     1993.00  30178900.00
     1993.00  46589200.00
     1993.00  88843450.00
     1993.00  10773500.00
     1993.00   3113500.00
     1993.00   3205000.00
     1993.00  25246700.00
     1993.00   4605100.00
     1993.00   9500000.00
     1993.00  31730200.00
     1993.00  48340300.00
     1993.00  22914500.00
     1993.00  30384600.00
     1993.00  43598800.00
     1993.00    662800.00
     1993.00  29597600.00
     1993.00   2187300.00
     1993.00  26246800.00
     1993.00   7587300.00
     1993.00  54985800.00
     1993.00   6361100.00
     1993.00     60000.00
     1993.00  11617000.00
     1993.00    520000.00
     1993.00  15151400.00
     1993.00  19937100.00
     1993.00  19753900.00
     1993.00    650000.00
     1993.00  17549400.00
     1993.00  16322800.00
     1993.00  27183600.00
     1993.00  11508400.00
     1993.00  24768200.00
     1993.00   1895400.00
     1993.00   1553300.00
     1993.00  25049700.00
     1993.00  17626400.00
     1993.00   2020000.00
     1993.00  36526900.00
     1993.00  22879600.00
     1993.00  30160000.00
     1993.00  17906200.00
     1993.00  30195300.00
     1993.00  14038000.00
     1993.00  18561300.00
     1993.00   3964800.00
     1993.00   2710000.00
     1993.00   2310000.00
     1993.00  17990300.00
     1993.00  15821400.00
     1993.00   3034800.00
     1993.00   2575000.00
     1993.00  17800100.00
     1993.00   4607000.00
     1993.00   1719900.00
     1993.00   1395000.00
     1993.00  19676000.00
     1993.00   7749500.00
     1993.00   6544500.00
     1993.00   6985600.00
     1993.00  79760200.00
     1993.00  79760300.00
     1993.00  10461300.00
     1993.00   1598000.00
     1993.00   7055100.00
     1993.00    300000.00
     1993.00   7533300.00
     1993.00  22839700.00
     1993.00    502400.00
     1993.00   7270000.00
     1993.00   3810000.00
     1993.00   2724000.00
     1993.00    104700.00
     1993.00  23313000.00
     1993.00   1780000.00
     1993.00   3000000.00
     1993.00   5058000.00
     1993.00   3667000.00
     1993.00  18349700.00
     1993.00  22159600.00
     1993.00  32468600.00
     1993.00  17568500.00
     1993.00   2231000.00
     1993.00  31890100.00
     1993.00   9901000.00
     1993.00   2835400.00
     1993.00   9574900.00
     1993.00   1040000.00
     1993.00    606000.00
     1993.00   1750000.00
     1993.00  14801000.00
     1993.00  11872000.00
     1993.00  13001300.00
     1993.00    400000.00
     1993.00   3759000.00
     1993.00   1333000.00
     1993.00   4565000.00
     1993.00  31472500.00
     1993.00   1688500.00
     1993.00    991000.00
     1993.00  18154500.00
     1993.00  22343900.00
     1993.00   5070000.00
     1993.00    460000.00
     1993.00    800000.00
     1993.00   4000000.00
     1993.00  17204000.00
     1993.00   1197000.00
     1993.00   9939600.00
     1993.00  33211300.00
     1993.00    650000.00
     1993.00   4430000.00
     1993.00  50000000.00
     1993.00  50000000.00
     1993.00  85804800.00
     1993.00    930000.00
     1993.00  10888000.00
     1993.00  34582400.00
     1993.00  13348700.00
     1993.00   3191800.00
     1993.00  30045000.00
     1993.00  21985800.00
     1993.00   5820000.00
     1993.00    986000.00
     1993.00   1322000.00
     1993.00   1233000.00
     1993.00  17279600.00
     1993.00  11411300.00
     1993.00   6590000.00
     1993.00  24610300.00
     1993.00   2300000.00
     1993.00   1370700.00
     1993.00  20939000.00
     1993.00   1120300.00
     1993.00    610000.00
     1993.00   1147000.00
     1993.00   9992700.00
     1993.00  17930200.00
     1993.00   3178000.00
     1993.00    600000.00
     1993.00   1307500.00
     1993.00   3675000.00
     1993.00  18287100.00
     1993.00  29640100.00
     1993.00  23974700.00
     1993.00    930000.00
     1993.00   4382600.00
     1993.00   5270000.00
     1993.00  17969500.00
     1993.00  54392300.00
     1993.00  50000000.00
